,KeggID,Description
3788,gn:T03822,mls; Methanosarcina lacustris Z-7289
3789,gn:T03823,sals; Streptomyces albus DSM 41398
3790,gn:T03824,rmc; Rickettsia monacensis IrR/Munich
3791,gn:T03825,bmeg; Bacillus megaterium NBRC 15308 = ATCC 14581
3792,gn:T03826,bgo; Burkholderia gladioli ATCC 10248
3793,gn:T03827,vcf; Vibrio cholerae O1 El Tor FJ147
3794,gn:T03828,vcx; Vibrio cholerae O49 1154-74
3795,gn:T03829,vcz; Vibrio cholerae O27 10432-62
3796,gn:T03830,vba; Verrucomicrobia bacterium IMCC26134
3797,gn:T03831,bmel; Brucella melitensis bv. 1 16M
3798,gn:T03832,ypo; Yersinia pseudotuberculosis IP 32953 (serotype 1)
3799,gn:T03833,bacl; Bacillus sp. BS34A
3800,gn:T03834,"paly; Candidatus Portiera aleyrodidarum MED, endosymbiont of Bemisia tabaci (sweet potato whitefly)"
3801,gn:T03835,agw; Archaeon GW2011_AR10
3802,gn:T03836,pih; Paenibacillus sp. IHBB 10380
3803,gn:T03837,shh; Staphylococcus haemolyticus Sh29/312/L2
3804,gn:T03838,mby; Methanosarcina barkeri MS
3805,gn:T03839,mbw; Methanosarcina barkeri Wiesmoor
3806,gn:T03840,pox; Pandoraea oxalativorans DSM 23570
3807,gn:T03841,pko; Pontibacter korlensis X14-1T
3808,gn:T03842,reb; Rhodococcus erythropolis BG43
3809,gn:T03843,arg; Archaeon GW2011_AR20
3810,gn:T03844,mbac; Candidatus Methylopumilus turicensis MMS-10A-171 (Methylophilaceae bacterium MMS-10A-171)
3811,gn:T03845,xbv; Xenorhabdus bovienii CS03
3812,gn:T03846,ypf; Yersinia pseudotuberculosis PA3606
3813,gn:T03847,mavu; Mycobacterium avium subsp. paratuberculosis E93
3814,gn:T03848,sphi; Sphingomonas hengshuiensis WHSC-8
3815,gn:T03849,pri; Paenibacillus riograndensis SBR5
3816,gn:T03850,metm; Methanosarcina sp. MTP4
3817,gn:T03851,mef; Methanosarcina sp. WH1
3818,gn:T03852,meq; Methanosarcina sp. WWM596
3819,gn:T03853,pck; Candidatus Pantoea carbekii US
3820,gn:T03854,sns; Sneathia vaginalis Sn35 (Sneathia amnii Sn35)
3821,gn:T03855,syb; Sphingobium sp. YBL2
3822,gn:T03856,fil; Candidatus Filomicrobium marinum W
3823,gn:T03857,fiy; Candidatus Filomicrobium marinum Y
3824,gn:T03858,aaus; Alteromonas australica DE170
3825,gn:T03859,lis; Leptospira interrogans serovar Linhai 56609
3826,gn:T03860,pfre; Propionibacterium freudenreichii subsp. freudenreichii DSM 20271
3827,gn:T03861,boc; Burkholderia oklahomensis C6786
3828,gn:T03862,cmh; Clavibacter michiganensis subsp. insidiosus R1-1
3829,gn:T03863,msj; Methanosarcina siciliae C2J
3830,gn:T03864,msz; Methanosarcina siciliae HI350
3831,gn:T03865,msw; Methanosarcina siciliae T4/M
3832,gn:T03866,cku; Corynebacterium kutscheri DSM 20755
3833,gn:T03867,dtn; Defluviitoga tunisiensis
3834,gn:T03868,xoz; Xanthomonas oryzae pv. oryzicola CFBP7342
3835,gn:T03869,mbat; Candidatus Methylopumilus planktonicus MMS-2-53 (Methylophilaceae bacterium MMS-2-53)
3836,gn:T03870,ccof; Campylobacter coli FB1
3837,gn:T03871,bhi; Borrelia hermsii CC1
3838,gn:T03872,bmab; Burkholderia mallei 2002734299
3839,gn:T03873,ftd; Francisella tularensis subsp. novicida F6168
3840,gn:T03874,ftx; Francisella tularensis subsp. novicida U112
3841,gn:T03875,fty; Francisella tularensis subsp. novicida DPG 3A-IS (Francisella tularensis subsp. tularensis WY96)
3842,gn:T03876,rav; Rhodococcus aetherivorans IcdP1
3843,gn:T03877,slh; Sulfurovum lithotrophicum ATCC BAA-797
3844,gn:T03878,hdl; Halobacterium sp. DL1
3845,gn:T03879,aln; Alcanivorax sp. NBRC 101098
3846,gn:T03880,duc; Dehalococcoides sp. UCH007
3847,gn:T03881,bmul; Burkholderia multivorans ATCC BAA-247
3848,gn:T03882,bthl; Burkholderia thailandensis 2002721643
3849,gn:T03883,tah; Candidatus Nitrosotenuis cloacae SAT1
3850,gn:T03884,mlt; Muricauda lutaonensis CC-HSB-11
3851,gn:T03885,pdc; Clostridioides difficile 630 (Clostridium difficile 630)
3852,gn:T03886,ahi; Aeromonas hydrophila AH10
3853,gn:T03887,yrb; Yersinia ruckeri Big Creek 74 (serotype O2)
3854,gn:T03888,ftq; Francisella tularensis subsp. tularensis SCHU S4 NR-28534
3855,gn:T03889,kge; Kangiella geojedonensis YCS-5
3856,gn:T03890,yef; Yersinia enterocolitica FORC_002
3857,gn:T03891,mthe; Methanosarcina thermophila CHTI-55
3858,gn:T03892,mthr; Methanosarcina thermophila TM-1
3859,gn:T03893,bve; Burkholderia vietnamiensis LMG 10929
3860,gn:T03894,xcj; Xanthomonas citri subsp. citri UI6
3861,gn:T03895,bafe; Borreliella afzelii K78
3862,gn:T03896,sall; Streptomyces albulus ZPM
3863,gn:T03897,bfb; Bacteroides fragilis BOB25
3864,gn:T03898,mgb; Mycoplasmopsis gallinacea B2096 8B (Mycoplasma gallinaceum B2096 8B)
3865,gn:T03899,cuj; Corynebacterium ulcerans 131002
3866,gn:T03900,tmq; Thermotoga maritima Tma100
3867,gn:T03901,tmx; Thermotoga maritima Tma200
3868,gn:T03902,tmw; Thermotoga maritima MSB8
3869,gn:T03903,csj; Cronobacter sakazakii ATCC 29544
3870,gn:T03904,sxi; Streptomyces xiamenensis 318
3871,gn:T03905,cld; Clostridium sporogenes NCIMB 10696
3872,gn:T03906,ben; Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757
3873,gn:T03907,bed; Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri 675
3874,gn:T03908,balm; Bacillus sp. LM 4-2
3875,gn:T03909,lpk; Lactococcus piscium MKFS47
3876,gn:T03910,ssoa; Saccharolobus solfataricus SULA
3877,gn:T03911,ssol; Saccharolobus solfataricus SARC-B (Sulfolobus solfataricus SULB)
3878,gn:T03912,ssof; Saccharolobus solfataricus SARC-C (Sulfolobus solfataricus SULC)
3879,gn:T03913,mmet; Methanococcoides methylutens MM1
3880,gn:T03914,mbar; Methanosarcina barkeri 227
3881,gn:T03915,pxy; Plutella xylostella DBM-FZ-S (diamondback moth)
3882,gn:T03916,soc; Solenopsis invicta (red fire ant)
3883,gn:T03917,aec; Acromyrmex echinatior (Panamanian leafcutter ant)
3884,gn:T03918,hst; Harpegnathos saltator (Jerdon's jumping ant)
3885,gn:T03919,cfo; Camponotus floridanus (Florida carpenter ant)
3886,gn:T03920,crg; Crassostrea gigas (Pacific oyster)
3887,gn:T03921,egu; Elaeis guineensis (African oil palm)
3888,gn:T03922,jcu; Jatropha curcas
3889,gn:T03923,ccj; Corynebacterium camporealensis DSM 44610
3890,gn:T03924,thf; Infirmifilum uzonense 1807-2 (Thermofilum uzonense 1807-2)
3891,gn:T03925,aay; Croceibacterium atlanticum 26DY36 (Altererythrobacter atlanticus 26DY36)
3892,gn:T03926,hoe; Hoeflea sp. IMCC20628
3893,gn:T03927,hsu; Halanaeroarchaeum sulfurireducens HSR2
3894,gn:T03928,lok; Legionella oakridgensis ATCC 33761 = DSM 21215
3895,gn:T03929,ssan; Sphingomonas sanxanigenens DSM 19645 = NX02
3896,gn:T03930,bang; Bifidobacterium angulatum DSM 20098 = JCM 7096
3897,gn:T03931,bcat; Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
3898,gn:T03932,bpsc; Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
3899,gn:T03933,mhor; Methanosarcina horonobensis HB-1
3900,gn:T03934,cama; Citrobacter amalonaticus Y19
3901,gn:T03935,samy; Sandaracinus amylolyticus DSM 53668
3902,gn:T03936,mcas; Mycoplasma canis LV
3903,gn:T03937,calh; Calothrix sp. 336/3
3904,gn:T03938,dew; Dehalogenimonas sp. WBC-2
3905,gn:T03939,gah; Geoglobus ahangari 234
3906,gn:T03940,shv; Salinicoccus halodurans H3B36
3907,gn:T03941,cmv; Corynebacterium mustelae DSM 45274
3908,gn:T03942,nco; Nitrosomonas communis Nm2
3909,gn:T03943,seds; Sedimenticola thiotaurini SIP-G1 (Sedimenticola sp. SIP-G1)
3910,gn:T03944,"ptt; Photorhabdus thracensis DSM 15199, endosymbiont of Heterorhabditis bacteriophora"
3911,gn:T03945,spoi; Spongiibacter sp. IMCC21906
3912,gn:T03946,emn; Elizabethkingia anophelis FMS-007 (Elizabethkingia meningoseptica FMS-007)
3913,gn:T03947,ptx; Pandoraea thiooxydans DSM 25325
3914,gn:T03948,age; Archangium gephyra DSM 2261
3915,gn:T03949,kpf; Kosmotoga pacifica SLHLJ1
3916,gn:T03950,kin; Phytobacter ursingii CAV1151
3917,gn:T03951,amx; Pelagerythrobacter marensis KCTC 22370
3918,gn:T03952,pfq; Pragia fontium 24613
3919,gn:T03953,lau; Candidatus Liberibacter africanus PTSAPSY
3920,gn:T03954,cgn; Chryseobacterium gallinarum DSM 27622
3921,gn:T03955,cei; Corynebacterium epidermidicanis DSM 45586
3922,gn:T03956,cted; Corynebacterium testudinoris DSM 44614
3923,gn:T03957,cut; Corynebacterium uterequi DSM 45634
3924,gn:T03958,strm; Streptomyces sp. Mg1
3925,gn:T03959,tvr; Thioalkalivibrio versutus D301
3926,gn:T03960,mye; Mycobacterium sp. EPa45
3927,gn:T03961,xtn; Xanthomonas translucens pv. undulosa strain Xtu 4699
3928,gn:T03962,bpyr; Burkholderia pyrrocinia DSM 10685
3929,gn:T03963,abai; Actinobacteria bacterium IMCC26256
3930,gn:T03964,cna; Croceicoccus naphthovorans PQ-2
3931,gn:T03965,epo; Endomicrobium proavitum Rsa215 (Candidatus Endomicrobium sp. Rsa215)
3932,gn:T03966,gea; Geobacillus sp. 12AMOR1
3933,gn:T03967,psec; Pseudomonas sp. CCOS 191
3934,gn:T03968,strc; Streptomyces sp. CNQ-509
3935,gn:T03969,bcon; Burkholderia contaminans MS14
3936,gn:T03970,scap; Staphylococcus capitis subsp. capitis AYP1020
3937,gn:T03971,cace; Clostridium aceticum DSM 1496
3938,gn:T03972,pfg; Pandoraea faecigallinarum DSM 23572
3939,gn:T03973,satr; Spiroplasma atrichopogonis GNAT3597
3940,gn:T03974,seri; Spiroplasma eriocheiris DSM 21848
3941,gn:T03975,bsca; Bifidobacterium scardovii JCM 12489 = DSM 13734
3942,gn:T03976,lae; Lactobacillus acetotolerans NBRC 13120
3943,gn:T03977,sij; Scardovia inopinata JCM 12537
3944,gn:T03978,pdo; Parascardovia denticolens DSM 10105 = JCM 12538
3945,gn:T03979,cck; Clostridium carboxidivorans P7
3946,gn:T03980,mpq; Marinobacter psychrophilus 20041
3947,gn:T03981,malg; Marinovum algicola DG 898
3948,gn:T03982,psal; Piscirickettsia salmonis LF-89
3949,gn:T03983,beo; Priestia filamentosa Hbe603
3950,gn:T03984,bsm; Bacillus smithii DSM 4216
3951,gn:T03985,smac; Serratia marcescens subsp. marcescens Db11
3952,gn:T03986,eal; Escherichia albertii KF1
3953,gn:T03987,bpak; Borrelia parkeri HR1
3954,gn:T03988,bgw; Candidate division Kazan bacterium GW2011_GWA1_50_15
3955,gn:T03989,rro; Rhinopithecus roxellana (golden snub-nosed monkey)
3956,gn:T03990,lgn; Companilactobacillus ginsenosidimutans EMML 3041 (Lactobacillus ginsenosidimutans EMML 3041)
3957,gn:T03991,edw; Edwardsiella sp. EA181011
3958,gn:T03992,bbgw; Berkelbacteria bacterium GW2011_GWE1_39_12
3959,gn:T03993,camu; Cyclobacterium amurskyense KCTC 12363
3960,gn:T03994,yak; Yersinia aleksiciae 159
3961,gn:T03995,lko; Levilactobacillus koreensis 26-25
3962,gn:T03996,ruf; Rufibacter radiotolerans DG31D
3963,gn:T03997,ery; Aurantiacibacter atlanticus s21-N3
3964,gn:T03998,cey; Coxiella mudrowiae CRt (Coxiella-like endosymbiont CRt)
3965,gn:T03999,lst; Leptospira santarosai serovar Shermani LT 821
3966,gn:T04000,agn; Anoxybacillus gonensis G2
3967,gn:T04001,otm; Octadecabacter temperatus SB1
3968,gn:T04002,meu; Methylophilus sp. TWE2
3969,gn:T04003,deq; Devosia sp. H5989
3970,gn:T04004,bhz; Bordetella hinzii F582
3971,gn:T04005,edl; Edwardsiella sp. LADL05-105
3972,gn:T04006,ptv; Pseudomonas trivialis IHBB745
3973,gn:T04007,leg; Leptospirillum sp. Group II 'CF-1'
3974,gn:T04008,mgo; Mycobacterium goodii X7B
3975,gn:T04009,metc; Methanothermobacter sp. CaT2
3976,gn:T04010,ccro; Chondromyces crocatus Cm c5
3977,gn:T04011,wma; Wenzhouxiangella marina KCTC 42284
3978,gn:T04012,ssch; Staphylococcus schleiferi 1360-13
3979,gn:T04013,pyw; Pyrobaculum sp. WP30
3980,gn:T04014,ars; Arsenicicoccus sp. oral taxon 190
3981,gn:T04015,loki; Lokiarchaeum sp. GC14_75 (composite genome assembled from a metagenomic sample)
3982,gn:T04016,olo; Olsenella sp. oral taxon 807 F0089
3983,gn:T04017,sele; Selenomonas sp. oral taxon 478
3984,gn:T04018,gel; Geobacillus sp. LC300
3985,gn:T04019,azi; Azoarcus sp. CIB
3986,gn:T04020,cgra; Campylobacter gracilis ATCC 33236
3987,gn:T04021,cure; Campylobacter ureolyticus RIGS 9880
3988,gn:T04022,mib; Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16
3989,gn:T04023,pwo; Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1
3990,gn:T04024,lmoi; Luteipulveratus mongoliensis MN07-A0370
3991,gn:T04025,hgi; Haloferax gibbonsii ARA6
3992,gn:T04026,mnr; Massilia sp. NR 4-1
3993,gn:T04027,amy; Schaalia meyeri W712
3994,gn:T04028,oai; Oleispira antarctica RB-8
3995,gn:T04029,ham; Halomonas sp. R57-5
3996,gn:T04030,sfw; Serratia fonticola DSM 4576
3997,gn:T04031,oto; Ottowia sp. oral taxon 894 W10237
3998,gn:T04032,pfus; Prevotella fusca JCM 17724 W1435
3999,gn:T04033,llu; Labilithrix luteola DSM 27648
4000,gn:T04034,stur; Spiroplasma turonicum Tab4c
4001,gn:T04035,vin; Vulgatibacter incomptus DSM 27710
4002,gn:T04036,bact; Bifidobacterium actinocoloniiforme DSM 22766
4003,gn:T04037,mpk; Microcystis panniformis FACHB-1757
4004,gn:T04038,euu; Eubacterium sulci ATCC 35585
4005,gn:T04039,hht; Herbaspirillum hiltneri N3
4006,gn:T04040,chel; Chelatococcus sp. CO-6
4007,gn:T04041,nmv; Nitrospira moscoviensis NSP M-1
4008,gn:T04042,clw; Corynebacterium lactis RW2-5
4009,gn:T04043,gse; Geobacillus stearothermophilus 10
4010,gn:T04044,leo; Leptotrichia sp. oral taxon 212 W10393
4011,gn:T04045,kpl; Kocuria palustris MU14/1
4012,gn:T04046,mim; Microbacterium sp. CGR1
4013,gn:T04047,sll; Spiroplasma litorale TN-1
4014,gn:T04048,edu; Enterococcus durans KLDS 6.0930
4015,gn:T04049,des; Desulfuromonas soudanensis WTL (Desulfuromonas sp. WTL)
4016,gn:T04050,cgd; Cupriavidus gilardii CR3
4017,gn:T04051,psea; Pseudonocardia sp. AL041005-10
4018,gn:T04052,mari; Marinobacter sp. CP1
4019,gn:T04053,ppeo; Paenibacillus peoriae HS311
4020,gn:T04054,psee; Pseudonocardia sp. EC080625-04
4021,gn:T04055,samb; Streptomyces ambofaciens ATCC 23877
4022,gn:T04056,skn; Spiroplasma kunkelii CR2-3x
4023,gn:T04057,lhi; Companilactobacillus heilongjiangensis DSM 28069 (Lactobacillus heilongjiangensis DSM 28069)
4024,gn:T04058,fbt; Flammeovirgaceae bacterium 311
4025,gn:T04059,awa; Anabaena sp. WA102
4026,gn:T04060,ccon; Cronobacter condimenti 1330 LMG 26250
4027,gn:T04061,cdm; Cronobacter dublinensis subsp. dublinensis LMG 23823
4028,gn:T04062,cmj; Cronobacter malonaticus LMG 23826
4029,gn:T04063,cui; Cronobacter universalis NCTC 9529
4030,gn:T04064,hye; Hymenobacter sp. DG25A
4031,gn:T04065,barc; Candidatus Bathyarchaeota archaeon BA1 (Bathyarchaeota archaeon BA1)
4032,gn:T04066,barb; Candidatus Bathyarchaeota archaeon BA2
4033,gn:T04067,cmw; Cronobacter muytjensii ATCC 51329
4034,gn:T04068,cdx; Corynebacterium deserti GIMN1.010
4035,gn:T04069,sphp; Sphingopyxis sp. 113P3
4036,gn:T04070,aep; Altererythrobacter epoxidivorans CGMCC 1.7731
4037,gn:T04071,tsn; Candidatus Pseudothioglobus singularis PS1 (Candidatus Thioglobus singularis PS1)
4038,gn:T04072,hsd; Herbinix luporum (Herbinix sp. SD1D)
4039,gn:T04073,spri; Streptomyces pristinaespiralis HCCB 10218
4040,gn:T04074,scz; Streptomyces sp. CFMR 7
4041,gn:T04075,att; Acinetobacter sp. TTH0-4
4042,gn:T04076,col; Capnocytophaga sp. oral taxon 323 F0383
4043,gn:T04077,mym; Myxococcus hansupus (Myxococcus sp. mixupus)
4044,gn:T04078,arl; Arthrobacter sp. LS16
4045,gn:T04079,tho; Candidatus Thioglobus autotrophicus EF1 (Candidatus Thioglobus autotrophica)
4046,gn:T04080,cbq; Lawsonella clevelandensis (Corynebacteriales bacterium X1698)
4047,gn:T04081,ppsy; Pseudomonas versuta L10.10
4048,gn:T04082,pseh; Pseudonocardia sp. HH130629-09
4049,gn:T04083,acq; Actinomyces sp. oral taxon 414 F0588
4050,gn:T04084,scj; Spiroplasma cantharicola CC-1
4051,gn:T04085,are; Arthrobacter sp. ERGS1:01
4052,gn:T04086,banc; Bartonella ancashensis 20.00 (Candidatus Bartonella ancashi 20.00)
4053,gn:T04087,pur; Psychrobacter urativorans R10.10B
4054,gn:T04088,kphy; Kibdelosporangium phytohabitans KLBMP1111
4055,gn:T04089,cij; Citromicrobium sp. JL477
4056,gn:T04090,blep; Beggiatoa leptomitoformis D-402
4057,gn:T04091,ati; Azospirillum thiophilum BV-S
4058,gn:T04092,rbn; Rubrivivax benzoatilyticus JA2 = ATCC BAA-35
4059,gn:T04093,pvl; Proteus mirabilis CYPV1
4060,gn:T04094,buq; Burkholderia sp. HB1
4061,gn:T04095,aaq; Arthrobacter alpinus R3.8
4062,gn:T04096,con; Actibacterium sp. EMB200-NS6
4063,gn:T04097,goq; Gordonia phthalatica QH-11
4064,gn:T04098,cmar; Celeribacter marinus IMCC 12053
4065,gn:T04099,rti; Rufibacter tibetensis 1351
4066,gn:T04100,ahz; Algibacter alginicilyticus HZ22 (Algibacter alginolytica HZ22)
4067,gn:T04101,brd; Brevundimonas sp. DS20
4068,gn:T04102,mio; Microbacterium sp. No. 7
4069,gn:T04103,aei; Acinetobacter equi 114
4070,gn:T04104,smag; Sphingopyxis macrogoltabida EY-1
4071,gn:T04105,mft; Mycolicibacterium fortuitum CT6 (Mycobacterium fortuitum CT6)
4072,gn:T04106,wcb; Weissella cibaria CH2
4073,gn:T04107,sacz; Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2
4074,gn:T04108,"xii; Candidatus Xiphinematobacter sp. Idaho Grape, endosymbiont of Xiphinema americanum (nematode)"
4075,gn:T04109,bvr; Blastochloris viridis ATCC 19567
4076,gn:T04110,chq; Caulobacter henricii CB4
4077,gn:T04111,mhad; Mycobacterium haemophilum DSM 44634
4078,gn:T04112,lku; Lactobacillus kunkeei MP2
4079,gn:T04113,boa; Bacteroides ovatus ATCC 8483
4080,gn:T04114,pdl; Pyrodictium delaneyi Su06
4081,gn:T04115,lgl; Lactobacillus gallinarum HFD4
4082,gn:T04116,bcel; Bacteroides cellulosilyticus WH2
4083,gn:T04117,taq; Thermus aquaticus Y51MC23
4084,gn:T04118,enx; Enterobacter sp. E20
4085,gn:T04119,hhu; Halomonas huangheensis BJGMM-B45
4086,gn:T04120,lim; Limnohabitans sp. 103DPR2
4087,gn:T04121,lih; Limnohabitans sp. 63ED37-2
4088,gn:T04122,masw; Massilia sp. WG5
4089,gn:T04123,sko; Saccoglossus kowalevskii (acorn worm)
4090,gn:T04124,boe; Brassica oleracea var. oleracea (wild cabbage)
4091,gn:T04125,thj; Tarenaya hassleriana (spider flower)
4092,gn:T04126,vra; Vigna radiata var. radiata (mung bean)
4093,gn:T04127,obi; Octopus bimaculoides
4094,gn:T04128,bna; Brassica napus (rape)
4095,gn:T04129,gra; Gossypium raimondii
4096,gn:T04130,spen; Solanum pennellii
4097,gn:T04131,nnu; Nelumbo nucifera (sacred lotus)
4098,gn:T04132,apro; Auxenochlorella protothecoides
4099,gn:T04133,eiv; Entamoeba invadens IP1
4100,gn:T04134,aaf; Aureococcus anophagefferens CCMP1984
4101,gn:T04135,sind; Sesamum indicum (sesame)
4102,gn:T04136,sre; Salpingoeca rosetta
4103,gn:T04137,spar; Saprolegnia parasitica CBS 223.65
4104,gn:T04138,abg; Asaia bogorensis NBRC 16594
4105,gn:T04139,bpla; Burkholderia plantarii ATCC 43733
4106,gn:T04140,pep; Pedobacter sp. PACM 27299
4107,gn:T04141,bcai; Paraburkholderia caribensis MBA4 (Burkholderia caribensis MBA4)
4108,gn:T04142,gen; Geminocystis sp. NIES-3709
4109,gn:T04143,rsu; Rhodovulum sulfidophilum DSM 2351
4110,gn:T04144,nom; Nonlabens sp. MIC269
4111,gn:T04145,syi; Sediminicola sp. YIK13
4112,gn:T04146,pseq; Pseudonocardia sp. EC080610-09
4113,gn:T04147,prf; Candidatus Peribacter riflensis RIFOXYA2_FULL_PER-ii_58_14
4114,gn:T04148,ega; Enterococcus gallinarum FDAARGOS_163
4115,gn:T04149,icp; Candidatus Ishikawaella capsulata Mpkobe
4116,gn:T04150,lpil; Limnochorda pilosa HC45
4117,gn:T04151,kki; Kingella kingae KWG1
4118,gn:T04152,pbb; Thiopseudomonas alkaliphila B4199 (Oblitimonas alkaliphila B4199)
4119,gn:T04153,asp; Alteromonas stellipolaris LMG 21856
4120,gn:T04154,lab; Lysobacter antibioticus 76
4121,gn:T04155,sagq; Staphylococcus agnetis 908
4122,gn:T04156,lpx; Lactiplantibacillus paraplantarum L-ZS9 (Lactobacillus paraplantarum L-ZS9)
4123,gn:T04157,afa; Alcaligenes faecalis ZD02
4124,gn:T04158,pspi; Pseudohongiella spirulinae KCTC 32221
4125,gn:T04159,com; Colwellia sp. MT41
4126,gn:T04160,seqo; Staphylococcus equorum KS1039
4127,gn:T04161,aua; Aureimonas sp. AU20
4128,gn:T04162,lcp; Lysobacter capsici 55
4129,gn:T04163,lgu; Lysobacter gummosus 3.2.11
4130,gn:T04164,pia; Pseudoalteromonas issachenkonii KCTC 12958
4131,gn:T04165,pphe; Pseudoalteromonas phenolica KCTC 12086
4132,gn:T04166,rdp; Roseateles depolymerans KCTC 42856
4133,gn:T04167,pnp; Paenibacillus naphthalenovorans 32O-Y
4134,gn:T04168,gee; Geminocystis sp. NIES-3708
4135,gn:T04169,nio; Candidatus Nitrospira inopinata
4136,gn:T04170,non; Nostoc sp. NIES-3756
4137,gn:T04171,tee; Candidatus Tenderia electrophaga NRL1
4138,gn:T04172,blq; Salinivirga cyanobacteriivorans L21-Spi-D4 (Bacterium L21-Spi-D4)
4139,gn:T04173,peo; Prevotella enoeca F0113
4140,gn:T04174,hty; Helicobacter typhlonius htyphlonius_mit97-6810
4141,gn:T04175,pbw; Pseudoalteromonas sp. Bsw20308
4142,gn:T04176,marg; Mycoplasma arginini HAZ145_1
4143,gn:T04177,psos; Pseudomonas sp. Os17
4144,gn:T04178,ajo; Acinetobacter johnsonii XBB1
4145,gn:T04179,prr; Pseudoalteromonas rubra SCSIO 6842
4146,gn:T04180,cum; Curtobacterium sp. MR_MD2014
4147,gn:T04181,arh; Arthrobacter sp. Hiyo8
4148,gn:T04182,ibu; Intestinimonas butyriciproducens AF211
4149,gn:T04183,fhw; Fusobacterium hwasookii ChDC F174
4150,gn:T04184,tgy; Thermococcus guaymasensis DSM 11113
4151,gn:T04185,taa; Candidatus Nitrosocosmicus oleophilus MY3 (Candidatus Nitrocosmicus oleophilus MY3)
4152,gn:T04186,asr; Aeromonas schubertii WL1483
4153,gn:T04187,ary; Arthrobacter sp. YC-RL1
4154,gn:T04188,nur; Nitrosomonas ureae Nm10
4155,gn:T04189,lal; Lacimicrobium alkaliphilum YelD216
4156,gn:T04190,mod; Myroides odoratimimus PR63039
4157,gn:T04191,mdn; Methylomonas denitrificans FJG1
4158,gn:T04192,ttk; Thermosulfidibacter takaii ABI70S6
4159,gn:T04193,cih; Chryseobacterium sp. IHB B 17019
4160,gn:T04194,sbd; Sphingobium baderi DE-13
4161,gn:T04195,fis; Fischerella sp. NIES-3754
4162,gn:T04196,ano; Acinetobacter nosocomialis 6411
4163,gn:T04197,cbut; Clostridium butyricum KNU-L09
4164,gn:T04198,kle; Enterobacter lignolyticus G5 (Klebsiella sp. G5)
4165,gn:T04199,len; Leptolyngbya sp. NIES-3755
4166,gn:T04200,pku; Planococcus kocurii ATCC 43650
4167,gn:T04201,prt; Planococcus rifietoensis M8
4168,gn:T04202,hhb; Halobacterium hubeiense JI20-1
4169,gn:T04203,mmil; Methanobrevibacter millerae SM9
4170,gn:T04204,lao; Lentibacillus amyloliquefaciens LAM0015
4171,gn:T04205,iis; Ignicoccus islandicus DSM 13165
4172,gn:T04206,kfv; Kocuria flava HO-9041
4173,gn:T04207,pdq; Polynucleobacter duraquae MWH-MoK4
4174,gn:T04208,tdi; Tenacibaculum dicentrarchi AY7486TD
4175,gn:T04209,sgb; Streptomyces globisporus C-1027
4176,gn:T04210,psul; Pseudarthrobacter sulfonivorans Ar51
4177,gn:T04211,thu; Thauera humireducens SgZ-1
4178,gn:T04212,pnl; Candidatus Protochlamydia naegleriophila KNic
4179,gn:T04213,ata; Agrobacterium tumefaciens S33
4180,gn:T04214,pphr; Pannonibacter phragmitetus 31801
4181,gn:T04215,fia; Fervidobacterium islandicum AW-1
4182,gn:T04216,pbh; Schlegelella brevitalea DSM 7029 (Polyangium brachysporum DSM 7029)
4183,gn:T04217,asz; Acetobacter senegalensis 108B
4184,gn:T04218,ess; Enterococcus silesiacus LMG 23085
4185,gn:T04219,pow; Paenibacillus sp. 32O-W
4186,gn:T04220,ptn; Pseudoalteromonas translucida KMM 520
4187,gn:T04221,efk; Candidatus Endolissoclinum faulkneri L5
4188,gn:T04222,bdn; Bifidobacterium dentium JCM 1195 = DSM 20436
4189,gn:T04223,bks; Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
4190,gn:T04224,cthi; Caldimicrobium thiodismutans TF1
4191,gn:T04225,vbl; Kiritimatiella glycovorans L21-Fru-AB (Verrucomicrobia bacterium L21-Fru-AB)
4192,gn:T04226,pnr; Pandoraea norimbergensis DSM 11628
4193,gn:T04227,pkt; Paucibacter sp. KCTC 42545
4194,gn:T04228,arw; Arthrobacter alpinus A3
4195,gn:T04229,gar; Glutamicibacter halophytocola KLBMP 5180
4196,gn:T04230,carc; Carnobacterium sp. CP1
4197,gn:T04231,magx; Magnetospirillum sp. XM-1
4198,gn:T04232,lax; Leclercia adecarboxylata USDA-ARS-USMARC-60222
4199,gn:T04233,dch; Deinococcus soli Cha et al. 2016
4200,gn:T04234,pecq; Pseudonocardia sp EC080619-01
4201,gn:T04235,lut; Lutibacter profundi LP1
4202,gn:T04236,aer; Aeromicrobium erythreum AR18
4203,gn:T04237,rab; Rickettsia amblyommatis Ac37
4204,gn:T04238,hrb; Herbaspirillum rubrisubalbicans M1
4205,gn:T04239,myg; Mycoplasma sp. (ex Biomphalaria glabrata)
4206,gn:T04240,scx; Streptomyces sp. CdTB01
4207,gn:T04241,psuw; Pseudoxanthomonas suwonensis J1
4208,gn:T04242,hyg; Hymenobacter sedentarius DG5B
