,KeggID,Description
1022,ds:H01026,Renal coloboma syndrome; Papillorenal syndrome
1023,ds:H01027,Microphthalmia
1024,ds:H01028,Argininosuccinic aciduria; Argininosuccinate lyase deficiency
1025,ds:H01029,Cornea plana congenita
1026,ds:H01030,Congenital arthrogryposis with anterior horn cell disease
1027,ds:H01031,Orthostatic intolerance; Postural tachycardia syndrome
1028,ds:H01032,N-acetylglutamate synthase deficiency
1029,ds:H01033,Congenital bilateral absence of vas deferens
1030,ds:H01034,L1 syndrome
1031,ds:H01035,"Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia"
1032,ds:H01036,Posterior column ataxia with retinitis pigmentosa
1033,ds:H01037,Vesicoureteral reflux
1034,ds:H01038,Cerebellar ataxia cayman type; Cayman ataxia
1035,ds:H01039,Ovarian hyperstimulation syndrome
1036,ds:H01040,Bamforth-Lazarus syndrome
1037,ds:H01041,Aerococcus urinae infection
1038,ds:H01042,Buruli ulcer
1039,ds:H01043,Onchocerciasis; River blindness; Robles disease
1040,ds:H01044,Dracunculiasis; Guinea worm disease
1041,ds:H01045,Schistosomiasis
1042,ds:H01046,Trichuriasis
1043,ds:H01047,Cysticercosis
1044,ds:H01048,Liver fluke disease; Fascioliasis
1045,ds:H01049,Gordonia bronchialis infection
1046,ds:H01050,Tsukamurella infection
1047,ds:H01051,Corynebacterium ulcerans infection
1048,ds:H01052,Molluscum contagiosum
1049,ds:H01053,Paroxysmal nocturnal hemoglobinuria
1050,ds:H01054,Pediculosis
1051,ds:H01055,Giant kidney worm infection; Dioctophymosis
1052,ds:H01056,Toxocariasis
1053,ds:H01057,Gnathostomiasis
1054,ds:H01058,Anisakiasis
1055,ds:H01059,Capnocytophaga canimorsus infection
1056,ds:H01060,Babesiosis
1057,ds:H01061,Mansonelliasis
1058,ds:H01062,Histoplasmosis
1059,ds:H01063,Human metapneumovirus infection
1060,ds:H01064,Simkania negevensis infection
1061,ds:H01065,Pentosuria
1062,ds:H01066,Bordetella petrii infection
1063,ds:H01067,Proteus mirabilis infection
1064,ds:H01068,Aggregatibacter aphrophilus infection
1065,ds:H01069,Stenotrophomonas maltophilia infection
1066,ds:H01070,Vibrio furnissii infection
1067,ds:H01071,Acute alcohol sensitivity
1068,ds:H01072,Moraxella catarrhalis infection
1069,ds:H01073,Shewanella infection
1070,ds:H01074,Aeromonas infection
1071,ds:H01075,Peters anomaly
1072,ds:H01076,Alpha-methylacetoacetic aciduria; 3-Ketothiolase deficiency
1073,ds:H01077,Bordetella hinzii infection
1074,ds:H01078,Fletcher factor deficiency; Prekallikrein deficiency
1075,ds:H01079,3-Phosphoglycerate dehydrogenase (3-PGDH) deficiency; PHGDH Deficiency
1076,ds:H01080,Ralstonia pickettii infection
1077,ds:H01081,Achromobacter xylosoxidans keratitis
1078,ds:H01082,Phosphoserine aminotransferase deficiency
1079,ds:H01083,Bordetella bronchiseptica infection
1080,ds:H01084,Bordetella holmesii infection
1081,ds:H01085,Diphyllobothriasis
1082,ds:H01086,Lymphatic filariasis
1083,ds:H01087,Balantidiasis; Balantidial dysentery
1084,ds:H01088,Pigmented paravenous chorioretinal atrophy
1085,ds:H01089,Dientamoebiasis
1086,ds:H01090,Ascariasis
1087,ds:H01091,Enterobiasis; Oxyuriasis
1088,ds:H01092,Hookworm disease
1089,ds:H01093,Paragonimiasis; Pulmonary distomatosis; Lung fluke disease; Benign endemic hemoptysis
1090,ds:H01094,Eosinophil peroxidase deficiency
1091,ds:H01095,Syndactyly
1092,ds:H01096,Pyruvate kinase deficiency
1093,ds:H01097,Spastic quadriplegic cerebral palsy
1094,ds:H01098,Pentastomiasis
1095,ds:H01099,Trichinosis; Trichinellosis
1096,ds:H01100,Strongyloidiasis
1097,ds:H01101,Combined lipase deficiency
1098,ds:H01102,Pituitary adenomas
1099,ds:H01103,Alpha-1-antitrypsin deficiency
1100,ds:H01104,Loiasis
1101,ds:H01105,Cranio-lenticulo-sutural dysplasia; Boyadjiev-Jabs syndrome
1102,ds:H01106,Plasminogen activator inhibitor type 1 deficiency
1103,ds:H01107,Intestinal fluke infection; Food-borne trematodiases
1104,ds:H01108,CD36 deficiency; Platelet glycoprotein IV deficiency
1105,ds:H01109,Chronic mucocutaneous candidiasis; Familial candidiasis (CANDF)
1106,ds:H01110,Pneumothorax
1107,ds:H01111,Cortisone reductase deficiency
1108,ds:H01112,"Polyhydramnios, megalencephaly, and symptomatic epilepsy; PMSE syndrome"
1109,ds:H01113,Acid phosphatase deficiency
1110,ds:H01114,Ocular coloboma
1111,ds:H01115,"Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract"
1112,ds:H01116,Choroideremia; Tapetochoroidal dystrophy
1113,ds:H01117,Chronic recurrent multifocal osteomyelitis; Majeed syndrome
1114,ds:H01118,Progressive external ophthalmoplegia; Autosomal dominant progressive external ophthalmoplegia
1115,ds:H01119,Prolidase deficiency
1116,ds:H01120,Proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome; Cerebral proliferative glomeruloid vasculopathy (PGV); Fowler syndrome
1117,ds:H01121,Succinyl CoA:3-oxoacid CoA transferase (SCOT) deficiency
1118,ds:H01122,Congenital pulmonary alveolar proteinosis; Pulmonary surfactant metabolism dysfunction
1119,ds:H01123,HMG-CoA synthase deficiency
1120,ds:H01124,Pyridoxamine-5'-phosphate oxidase (PNPO) deficiency
1121,ds:H01125,Hereditary pyropoikilocytosis
1122,ds:H01126,Familial renal glucosuria
1123,ds:H01127,PIGM-congenital disorder of glycosylation
1124,ds:H01128,Reticular dysgenesis
1125,ds:H01129,Brody myopathy
1126,ds:H01130,Late-onset retinal degeneration
1127,ds:H01131,Hereditary neuralgic amyotrophy; Hereditary brachial plexus neuropathy
1128,ds:H01132,Aplastic anemia
1129,ds:H01133,Reynolds syndrome
1130,ds:H01134,Rhabdoid predisposition syndrome
1131,ds:H01135,Ribose 5-phosphate isomerase deficiency
1132,ds:H01136,Carboxypeptidase N deficiency
1133,ds:H01137,Baylisascariasis
1134,ds:H01138,Hymenolepiasis
1135,ds:H01139,Human granulocytic anaplasmosis
1136,ds:H01140,Sennetsu neorickettsiosis; Sennetsu ehrlichiosis
1137,ds:H01141,Human monocytic ehrlichiosis
1138,ds:H01142,Ehrlichia ewingii infection
1139,ds:H01143,Vitamin D-dependent rickets
1140,ds:H01144,Ochrobactrum anthropi infection
1141,ds:H01145,Atransferrinemia; Congenital hypotransferrinemia
1142,ds:H01146,Aminoacylase 1 deficiency
1143,ds:H01147,Methylobacterium infection
1144,ds:H01148,Caulobacter infection
1145,ds:H01149,Ring dermoid of cornea
1146,ds:H01150,Phenylobacterium infection
1147,ds:H01151,Brevundimonas infection
1148,ds:H01152,Taenia saginata infection
1149,ds:H01153,Human echinococcosis
1150,ds:H01154,Wolff-Parkinson-White (WPW) syndrome; Preexcitation syndrome
1151,ds:H01155,Roussy-Levy syndrome
1152,ds:H01156,STAR syndrome
1153,ds:H01157,Agrobacterium radiobacter infection
1154,ds:H01158,Alopecia universalis
1155,ds:H01159,Anterior segment dysgenesis
1156,ds:H01160,Schizencephaly
1157,ds:H01161,Aromatic L-amino acid decarboxylase deficiency
1158,ds:H01162,Scott syndrome
1159,ds:H01163,Corticosteroid-binding globulin (CBG) deficiency
1160,ds:H01164,Paracoccus yeei infection
1161,ds:H01165,Novosphingobium aromaticivorans infection
1162,ds:H01166,Sphingomonas paucimobilis infection
1163,ds:H01167,Granulibacter infection
1164,ds:H01168,Sea-blue histiocyte disease
1165,ds:H01169,Acetobacter infection
1166,ds:H01170,Autosomal recessive spastic ataxia of Charlevoix-Saguenay
1167,ds:H01171,Poor drug metabolism
1168,ds:H01172,Infantile-onset ascending hereditary spastic paralysis
1169,ds:H01173,Stiff skin syndrome
1170,ds:H01174,Congenital diarrhea
1171,ds:H01175,Staphylococcal infection
1172,ds:H01176,Uncomplicated urinary tract infection
1173,ds:H01177,Infantile bilateral striatal necrosis
1174,ds:H01178,Myiasis
1175,ds:H01179,Tungiasis; Chigoe flea
1176,ds:H01180,Sveinsson chorioretinal atrophy (SCRA); Helicoid peripapillary chorioretinal degeneration (HPCD)
1177,ds:H01181,T-cell immunodeficiency congenital alopecia and nail dystrophy
1178,ds:H01182,Biotinidase deficiency; BTD deficiency; Late-onset multiple carboxylase deficiency
1179,ds:H01183,Thiamine-responsive megaloblastic anemia
1180,ds:H01184,Familial dementia
1181,ds:H01185,Cerebral amyloid angiopathy; Hereditary cerebral hemorrhage with amyloidosis
1182,ds:H01186,Abnormal thyroid hormone metabolism
1183,ds:H01187,Tietz syndrome; Albinism-deafness syndrome
1184,ds:H01188,Tn syndrome
1185,ds:H01189,Transaldolase deficiency
1186,ds:H01190,Transcobalamin II deficiency
1187,ds:H01191,Asthma with nasal polyps and aspirin intolerance
1188,ds:H01192,Lysyl hydroxylase 3 deficiency; Bone fragility with contractures arterial rupture and deafness
1189,ds:H01193,Familial tumoral calcinosis
1190,ds:H01194,X-linked chondrodysplasia punctata
1191,ds:H01195,VACTERL/VATER association
1192,ds:H01196,Hypochromic microcytic anemia
1193,ds:H01197,Dihydrofolate reductase deficiency
1194,ds:H01198,Fanconi renotubular syndrome
1195,ds:H01199,Hyperalphalipoproteinemia
1196,ds:H01200,Fatal infantile cardioencephalomyopathy
1197,ds:H01201,Jensen syndrome; Opticoacoustic nerve atrophy
1198,ds:H01202,Cataract
1199,ds:H01203,Primary congenital glaucoma; Glaucoma 3
1200,ds:H01204,"Cerebellar ataxia, mental retardation (MR), and dysequilibrium syndrome (CAMRQ)"
1201,ds:H01205,Coumarin resistance; Warfarin resistance
1202,ds:H01206,Plasminogen deficiency
1203,ds:H01207,Trigonocephaly
1204,ds:H01208,Globozoospermia; Round-headed spermatozoa
1205,ds:H01209,"Deafness, X-linked"
1206,ds:H01210,Hypomagnesemia
1207,ds:H01211,MECP2-related severe neonatal encephalopathy
1208,ds:H01212,Familial encephalopathy with neuroserpin inclusion bodies
1209,ds:H01213,Gallbladder disease
1210,ds:H01214,Rh-null hemolytic anemia (RHN); Rh-deficiency syndrome
1211,ds:H01215,Simpson-Golabi-Behmel syndrome
1212,ds:H01216,Left ventricular noncompaction
1213,ds:H01217,Primary localized cutaneous amyloidosis
1214,ds:H01218,P14 deficiency
1215,ds:H01219,Restrictive cardiomyopathy
1216,ds:H01220,"Congenital cataracts, facial dysmorphism, and neuropathy"
1217,ds:H01221,Epithelial basement membrane corneal dystrophy; Cogan microcystic epithelial dystrophy; Map-dot-fingerprint dystrophy
1218,ds:H01222,Cowden syndrome
1219,ds:H01223,Mental retardation-stereotypic movements-epilepsy and/or cerebral malformations; Chromosome 5q14.3 deletion syndrome
1220,ds:H01224,Ketosis-prone diabetes mellitus
1221,ds:H01225,D-2-hydroxyglutaric aciduria
1222,ds:H01226,Polysyndactyly; Preaxial polydactyly type IV
1223,ds:H01227,Inflammatory bowel disease (IBD)
1224,ds:H01228,Insulin-resistant diabetes mellitus with acanthosis nigricans; Type A insulin resistance
1225,ds:H01229,Inclusion body myopathy 3
1226,ds:H01230,Adult-onset autosomal dominant leukodystrophy
1227,ds:H01231,Biotin-responsive basal ganglia disease
1228,ds:H01232,Syndromic multisystem autoimmune disease
1229,ds:H01233,Urocanase deficiency; Urocanic aciduria
1230,ds:H01234,Trimethylaminuria; Fish-odor syndrome
1231,ds:H01235,Bleeding disorder platelet-type
1232,ds:H01236,Familial articular chondrocalcinosis
1233,ds:H01237,Sulfite oxidase deficiency
1234,ds:H01238,Phelan-McDermid syndrome; Chromosome 22q13.3 deletion syndrome
1235,ds:H01239,Combined SAP deficiency; Prosaposin deficiency
1236,ds:H01240,Immune thrombocytopenia; Autoimmune thrombocytopenic purpura
1237,ds:H01241,Congenital diaphragmatic hernia
1238,ds:H01242,Saccharopinuria
1239,ds:H01243,Huntington disease-like syndrome
1240,ds:H01244,T+B+Severe combined immunodeficiencies (SCIDs)
1241,ds:H01245,Immunodeficiency without anhidrotic ectodermal dysplasia
1242,ds:H01246,Isolated congenital nail clubbing; Isolated congenital digital clubbing
1243,ds:H01247,Pyridoxine-dependent epilepsy
1244,ds:H01248,Erythrocyte lactate transporter defect
1245,ds:H01249,Ethylmalonic encephalopathy
1246,ds:H01250,Hereditary gingival fibromatosis
1247,ds:H01251,Focal cortical dysplasia of Taylor; Focal cortical dysplasia type II
1248,ds:H01252,Hereditary folate malabsorption
1249,ds:H01253,Isolated follicle-stimulating hormone deficiency
1250,ds:H01254,Congenital prothrombin deficiency
1251,ds:H01255,Juvenile-onset dystonia
1252,ds:H01256,Foveal hypoplasia
1253,ds:H01257,GABA-transaminase deficiency; 4-Aminobutyrate aminotransferase deficiency
1254,ds:H01258,Generalized epilepsy and paroxysmal dyskinesia
1255,ds:H01259,Giant axonal neuropathy
1256,ds:H01260,Glomerulopathy with fibronectin deposits
1257,ds:H01261,Congenital glucose-galactose malabsorption
1258,ds:H01262,Formiminotransferase deficiency
1259,ds:H01263,Progressive cardiac conduction defect (PCCD); Progressive familial heart block (PFHB); Lenegre-Lev disease
1260,ds:H01264,Hepatic venoocclusive disease with immunodeficiency
1261,ds:H01265,Hydrolethalus syndrome
1262,ds:H01266,Hypercarotenemia and vitamin A deficiency
1263,ds:H01267,Familial hyperinsulinemic hypoglycemia
1264,ds:H01268,Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome; HHH syndrome
1265,ds:H01269,Congenital hyperthyroidism
1266,ds:H01270,Familial hypobetalipoproteinemia
1267,ds:H01271,Hypoparathyroidism with sensorineural deafness and renal dysplasia; HDR syndrome; Barakat syndrome
1268,ds:H01272,Hypoplastic left heart syndrome
1269,ds:H01273,Autosomal dominant keratitis; Hereditary keratitis
1270,ds:H01274,Growth delay due to insulin-like growth factor I resistance; IGF-I resistance
1271,ds:H01275,Interleukin 1 receptor antagonist deficiency (DIRA); Multifocal osteomyelitis with periostitis and pustulosis (OMPP)
1272,ds:H01276,Chronic idiopathic intestinal pseudo-obstruction; CIIP
1273,ds:H01277,Vitamin B12 deficiency anaemia
1274,ds:H01278,Iron-refractory iron deficiency anemia
1275,ds:H01279,Isobutyryl-CoA dehydrogenase deficiency
1276,ds:H01280,L-2-hydroxyglutaric aciduria
1277,ds:H01281,Lathosterolosis
1278,ds:H01282,Spermatogenic failure
1279,ds:H01283,Malonyl-CoA decarboxylase deficiency
1280,ds:H01284,Marinesco-Sjogren syndrome
1281,ds:H01285,Methylcobalamin deficiency type G
1282,ds:H01286,Microtia hearing impairment and cleft palate (MHICP)
1283,ds:H01287,Congenital mirror movements
1284,ds:H01288,Mosaic variegated aneuploidy syndrome
1285,ds:H01289,Mulibrey nanism
1286,ds:H01290,Acute recurrent myoglobinuria
1287,ds:H01291,Spheroid body myopathy
1288,ds:H01292,Nance-Horan syndrome
1289,ds:H01293,Narcolepsy
1290,ds:H01294,Nephrogenic syndrome of inappropriate antidiuresis
1291,ds:H01295,Neurodegeneration due to cerebral folate transport deficiency
1292,ds:H01296,Hereditary neuropathy with liability to pressure palsies
1293,ds:H01297,Neutral lipid storage disease with myopathy
1294,ds:H01298,Pulmonary alveolar microlithiasis
1295,ds:H01299,Idiopathic pulmonary fibrosis
1296,ds:H01301,"Hemorrhagic destruction of the brain, subependymal calcification, and cataracts"
1297,ds:H01302,Hyperchlorhidrosis isolated (HCHLH)
1298,ds:H01303,Hypercatabolic hypoproteinemia
1299,ds:H01304,Hyperglycinuria
1300,ds:H01305,Global cerebral hypomyelination; Early infantile epileptic encephalopathy 39
1301,ds:H01306,FRA12A mental retardation
1302,ds:H01307,Nonsyndromic congenital nail disorder
1303,ds:H01308,Macrocephaly macrosomia facial dysmorphism syndrome
1304,ds:H01309,"Sarcoidosis, early-onset"
1305,ds:H01310,Multi-minicore disease; Multicore myopathy with external ophthalmoplegia; Rigid spine syndrome (RSS)
1306,ds:H01311,Enteroinvasive Escherichia coli (EIEC) infection
1307,ds:H01312,Enteroaggregative Escherichia coli (EAEC) infection
1308,ds:H01313,Escherichia coli meningitis; Neonatal meningitis-associated Escherichia coli (NMEC) infection
1309,ds:H01314,Rat-bite fever; Haverhill fever
1310,ds:H01315,Erysipeloid; Swine erysipelas
1311,ds:H01316,Dermatophytosis; Ringworm
1312,ds:H01317,Aggressive periodontitis
1313,ds:H01318,Yaws
1314,ds:H01319,Coccidioidomycosis; Valley fever
1315,ds:H01320,Epidemic keratoconjunctivitis
1316,ds:H01321,Pneumococcal disease
1317,ds:H01322,Kyasanur Forest disease
1318,ds:H01323,Enteritis due to Norovirus
1319,ds:H01324,Lymphocytic choriomeningitis
1320,ds:H01325,Actinomycosis
1321,ds:H01326,"Hand, foot and mouth disease"
1322,ds:H01327,Herpangina
1323,ds:H01328,Aspergillosis
1324,ds:H01329,Paracoccidioidomycosis
1325,ds:H01330,Brazilian purpuric fever
1326,ds:H01331,Dental caries; Dental decay
1327,ds:H01332,Helicobacter heilmannii infection
1328,ds:H01333,Non-alcoholic fatty liver disease
1329,ds:H01334,Tinea versicolor; Pityriasis versicolor
1330,ds:H01335,Photorhabdus asymbiotica infection
1331,ds:H01336,Encephalitozoon infection
1332,ds:H01337,Laribacter hongkongensis infection
1333,ds:H01338,Myosclerosis
1334,ds:H01339,Asymptomatic bacteriuria
1335,ds:H01340,Bethlem myopathy
1336,ds:H01341,Collagen VI myopathy
1337,ds:H01342,Zellweger syndrome
1338,ds:H01343,Pantoea ananatis infection
1339,ds:H01344,Nijmegen breakage syndrome
1340,ds:H01345,Providencia stuartii infection
1341,ds:H01346,Bloom syndrome; MGRISCE1
1342,ds:H01347,"MELAS syndrome; Mitochondrial myopathy, Encephalopathy, Lactic Acidosis, Stroke-like episodes"
1343,ds:H01348,Mitochondrial phosphate carrier deficiency
1344,ds:H01349,Methacrylic aciduria; 3-Hydroxy-isobutyryl-CoA hydrolase deficiency
1345,ds:H01350,Morganella morganii infection
1346,ds:H01351,Spastic ataxia
1347,ds:H01352,Mitochondrial trifunctional protein deficiency
1348,ds:H01353,Chromobacterium violaceum infection
1349,ds:H01354,Leigh syndrome
1350,ds:H01355,Kearns-Sayre syndrome
1351,ds:H01356,Myoclonic Epilepsy and Ragged-Red Fiber Disease; MERRF syndrome; Fukuhara syndrome
1352,ds:H01357,Allergic contact dermatitis
1353,ds:H01358,Atopic dermatitis
1354,ds:H01359,Anaphylaxis
1355,ds:H01360,Allergic rhinitis
1356,ds:H01361,Eosinophilic esophagitis
1357,ds:H01362,Dermatitis herpetiformis
1358,ds:H01363,NARP syndrome; Neuropathy ataxia and retinis pigmentosa
1359,ds:H01364,3-Hydroxyacyl-CoA dehydrogenase deficiency; HADH deficiency; SCHAD deficiency
1360,ds:H01365,Leber hereditary optic neuropathy and dystonia
1361,ds:H01366,Bacterial conjunctivitis
1362,ds:H01367,Infantile liver failure
1363,ds:H01368,Cytochrome c oxidase (COX) deficiency; Mitochondrial complex IV deficiency (MT-C4D)
1364,ds:H01369,ATP synthase deficiency
1365,ds:H01370,SHORT syndrome
1366,ds:H01371,Hypercalcemia infantile; Idiopathic infantile hypercalcemia
1367,ds:H01372,Vitiligo
1368,ds:H01373,Achromobacter xylosoxidans infection
1369,ds:H01374,Helicobacter cinaedi infection
1370,ds:H01375,Glucose 6-phosphate dehydrogenase deficiency
1371,ds:H01376,Acrofacial dysostosis
1372,ds:H01377,Mitchell-Riley syndrome
1373,ds:H01378,Bosch-Boonstra optic atrophy syndrome
1374,ds:H01379,Arcobacter butzleri infection
1375,ds:H01380,Bacterial vaginosis
1376,ds:H01381,Antithrombin III deficiency; Inherited Antithrombin deficiency
1377,ds:H01382,Polyarteritis nodosa; ADA2 deficiency
1378,ds:H01383,Hyperlipoproteinemia type IIa; LDL receptor disorder
1379,ds:H01384,Mitochondrial recessive ataxia syndrome
1380,ds:H01385,Rienhoff syndrome
1381,ds:H01386,Asparagine synthetase deficiency
1382,ds:H01387,Activated PI3K-delta syndrome
1383,ds:H01388,Hyperprolactinemia
1384,ds:H01389,Alpers syndrome; Alpers-Huttenlocher syndrome; Diffuse cerebral sclerosis of Schilder; Hepatocerebral degeneration of childhood; Mitochondrial DNA depletion syndrome 4A
1385,ds:H01390,Mitochondrial neurogastrointestinal encephalomyopathy; MNGIE Syndrome
1386,ds:H01391,Familial episodic pain syndrome
1387,ds:H01392,"Arthrogryposis, mental retardation, and seizures"
1388,ds:H01393,Van Maldergem syndrome; Cerebro-facio-articular syndrome
1389,ds:H01394,Cole disease
1390,ds:H01395,Autosomal recessive progressive external ophthalmoplegia
1391,ds:H01396,Moyamoya disease
1392,ds:H01397,Tick-borne lymphadenopathy; Tick-borne lymphadenitis
1393,ds:H01398,Primary hyperammonemic disorders (Urea cycle disorders)
1394,ds:H01399,Bacillus thuringiensis infection
1395,ds:H01400,Secondary hyperammonemia
1396,ds:H01401,Methicillin-resistant Staphylococcus epidermidis (MRSE) infection
1397,ds:H01402,Nicolaides-Baraitser syndrome
1398,ds:H01403,Coffin-Siris syndrome
1399,ds:H01404,Punctate palmoplantar keratoderma
1400,ds:H01405,Lactococcus garvieae infection
1401,ds:H01406,Streptococcus suis infection
1402,ds:H01407,Capnocytophaga ochracea infection
1403,ds:H01408,Periodontal disease
1404,ds:H01409,Methicillin-sensitive Staphylococcus aureus (MSSA) infection
1405,ds:H01410,Anaerobic infection
1406,ds:H01411,Saccharomonospora viridis infection
1407,ds:H01412,Perlman syndrome
1408,ds:H01413,Adams-Oliver syndrome
1409,ds:H01414,Hafnia alvei infection
1410,ds:H01415,Donovanosis; Granuloma inguinale
1411,ds:H01416,Severe fever with thrombocytopenia syndrome
1412,ds:H01417,Acute encephalitis
1413,ds:H01418,Condyloma acuminatum; Condylomata acuminata; Genital warts
1414,ds:H01419,Middle East respiratory syndrome
1415,ds:H01420,Pharyngoconjunctival fever
1416,ds:H01421,Acute hemorrhagic conjunctivitis
1417,ds:H01422,Carbapenem-resistant bacterial infection
1418,ds:H01423,Penicillin-resistant Streptococcus pneumoniae infection
1419,ds:H01424,Group A streptococcal pharyngitis; Group A streptococcal tonsillitis; Group A streptococcal pharyngotonsillitis
1420,ds:H01425,Lysosomal storage disease
1421,ds:H01426,Invasive streptococcal disease
1422,ds:H01427,Mitochondrial disease
1423,ds:H01428,Xeroderma pigmentosum
1424,ds:H01429,Aseptic meningitis
1425,ds:H01430,Viral gastroenteritis
1426,ds:H01431,Cushing syndrome
1427,ds:H01432,Choreoacanthocytosis; Chorea-acanthocytosis
1428,ds:H01433,Budd-Chiari syndrome
1429,ds:H01434,Atypical hemolytic uremic syndrome
1430,ds:H01435,Congenital asplenia
1431,ds:H01436,Guillain-Barre syndrome
1432,ds:H01437,Neurofibromatosis type 1; Von Recklinghausen disease
1433,ds:H01438,Neurofibromatosis type 2
1434,ds:H01439,Williams-Beuren syndrome
1435,ds:H01440,Acute necrotizing ulcerative gingivitis; Vincent gingivitis; Vincent angina; Trench mouth
1436,ds:H01441,Pseudomonas aeruginosa infection
1437,ds:H01442,Septic arthritis; Pyogenic arthritis
1438,ds:H01443,Viridans group streptococcal infection
1439,ds:H01444,Enterococcal infection
1440,ds:H01445,Acne vulgaris
1441,ds:H01446,Propionibacterium acnes infection
1442,ds:H01447,Body dysmorphic disorder
1443,ds:H01448,Hoarding disorder
1444,ds:H01449,Excoriation disorder; Skin picking disorder
1445,ds:H01450,Obsessive-compulsive disorder
1446,ds:H01451,Actinomycetoma
1447,ds:H01452,Pediatric autoimmune neuropsychiatric disorders associated with streptococcal infection
1448,ds:H01453,Obsessive-Compulsive and Related Disorder
1449,ds:H01454,Colonic spirochetosis
1450,ds:H01455,Necrotizing fasciitis
1451,ds:H01456,Diabetic nephropathy
1452,ds:H01457,Diabetic retinopathy
1453,ds:H01458,Nontuberculous mycobacterial infection
1454,ds:H01459,Diabetic neuropathy
1455,ds:H01460,West syndrome; Infantile spasms
1456,ds:H01461,Crow-Fukase syndrome; POEMS syndrome
1457,ds:H01462,Rapidly growing mycobacteria infection
1458,ds:H01463,Mycosis fungoides
1459,ds:H01464,Mantle cell lymphoma
1460,ds:H01465,Large-vessel vasculitis
1461,ds:H01466,Ulcerative colitis
1462,ds:H01467,Primary biliary cirrhosis
1463,ds:H01468,Eosinophilic granulomatosis with polyangiitis; Churg-Strauss syndrome
1464,ds:H01469,Short bowel syndrome
1465,ds:H01470,Giant cell tumor of bone
1466,ds:H01471,Lymphangioma
1467,ds:H01472,Multidrug-resistant tuberculosis
1468,ds:H01473,Erythema nodosum leprosum
1469,ds:H01474,Acquired generalized lipodystrophy; Lawrence syndrome
1470,ds:H01475,Lipodystrophy; Lipoatrophy
1471,ds:H01476,Behcet disease; Behcet syndrome
1472,ds:H01477,Congenital short bowel syndrome
1473,ds:H01478,Machado-Joseph disease; Spinocerebellar ataxia 3
1474,ds:H01479,Castleman disease
1475,ds:H01480,Idiopathic macular hole; Retinal perforations
1476,ds:H01481,Myelodysplastic syndrome
1477,ds:H01482,Infantile hemangioma
1478,ds:H01483,Acromegaly
1479,ds:H01484,5q- syndrome
1480,ds:H01485,Autosomal recessive mental retardation-42
1481,ds:H01486,Multiple congenital anomalies-hypotonia-seizures syndrome
1482,ds:H01487,"CHIME syndrome; Coloboma, congenital heart disease, ichthyosiform dermatosis, mental retardation, and ear anomalies syndrome; Zunich neuroectodermal syndrome"
1483,ds:H01488,Hyperphosphatasia with mental retardation syndrome; Mabry syndrome
1484,ds:H01489,Inherited glycosylphosphatidylinositol deficiencies; Glycosylphosphatidylinositol biosynthesis deficiency
1485,ds:H01490,Multiple sclerosis
1486,ds:H01491,Neuromyelitis optica; Devic disease
1487,ds:H01492,Systemic sclerosis; Systemic scleroderma
1488,ds:H01493,Localized Scleroderma; Morphea
1489,ds:H01494,SEMD with joint laxity type
1490,ds:H01495,Meniere disease
1491,ds:H01496,Spondyloocular syndrome
1492,ds:H01497,Temtamy preaxial brachydactyly syndrome
1493,ds:H01498,"Multiple joint dislocations, short stature, craniofacial dysmorphism, and congenital heart defects; Larsen-like syndrome"
1494,ds:H01499,Sporotrichosis
1495,ds:H01500,Lupus nephritis
1496,ds:H01501,Blastomycosis
1497,ds:H01502,Sjogren syndrome
1498,ds:H01503,Zygomycosis
1499,ds:H01504,Vogt-Koyanagi-Harada syndrome; Vogt-Koyanagi-Harada disease; Uveomeningoencephalitic syndrome
1500,ds:H01505,Inclusion body myositis
1501,ds:H01506,Hepatic encephalopathy; Hepatic coma
1502,ds:H01507,Seronegative arthritis
1503,ds:H01508,Salivary gland cancer
1504,ds:H01509,Tonsillar cancer
1505,ds:H01510,Malignant paraganglioma
1506,ds:H01511,Mast-cell leukemia
1507,ds:H01512,Langerhans cell histiocytosis
1508,ds:H01513,Retinoblastoma
1509,ds:H01514,Landau-Kleffner syndrome
1510,ds:H01515,Scarlet fever; Scarlatina
1511,ds:H01516,Adult onset Still disease; Adult Still disease
1512,ds:H01517,Erysipelas
1513,ds:H01518,Lobomycosis; Lobo disease; Lacaziosis
1514,ds:H01519,Scabies
1515,ds:H01520,Chromomycosis; Chromoblastomycosis
1516,ds:H01521,Pneumocystis pneumonia; Pneumocystis carinii pneumonia
1517,ds:H01522,Zollinger-Ellison syndrome
1518,ds:H01523,Wiskott-Aldrich syndrome
1519,ds:H01524,DiGeorge syndrome
1520,ds:H01525,22q11.2 deletion syndrome; CATCH22
1521,ds:H01526,Legg-Calve-Perthes Disease
1522,ds:H01527,Chronic inflammatory demyelinating polyradiculoneuropathy
1523,ds:H01528,Neuroleptic malignant syndrome
1524,ds:H01529,Avascular necrosis of femoral head; Osteonecrosis of the femoral head
1525,ds:H01530,Pinta; Mal del pinto; Carate
1526,ds:H01531,Bejel; Endemic syphilis
1527,ds:H01532,Gout
1528,ds:H01533,Japanese encephalitis
1529,ds:H01534,Western equine encephalitis
