,KeggID,Description
6167,dr:D06263,Uldazepam (USAN/INN)
6168,dr:D06265,Uracil mustard (USAN); Uramustine (INN); Uracil mustard (TN)
6169,dr:D06266,Uredepa (USAN/INN)
6170,dr:D06267,Uredofos (USAN/INN)
6171,dr:D06268,Trimeperidine (INN)
6172,dr:D06269,Urofollitropin (USAN/INN); Bravelle (TN)
6173,dr:D06270,Urokinase alfa (USAN/INN); r-UK (TN)
6174,dr:D06271,Vaccinia immune globulin (USP); CNJ-016 (TN); VIGIV (TN)
6175,dr:D06272,Sorafenib tosylate (USAN); Sorafenib tosilate (JAN); Nexavar (TN)
6176,dr:D06273,Imidafenacin (JAN/INN); Uritos (TN); Staybla (TN)
6177,dr:D06274,Tafluprost (JAN/USAN/INN); Zioptan (TN)
6178,dr:D06275,Valomaciclovir stearate (USAN)
6179,dr:D06277,Valspodar (USAN/INN); Amdray (TN)
6180,dr:D06278,Valtorcitabine dihydrochloride (USAN)
6181,dr:D06279,Vanilla (NF)
6182,dr:D06280,Vapiprost hydrochloride (JAN/USAN)
6183,dr:D06281,Vapreotide (USAN/INN)
6184,dr:D06282,Varenicline tartrate (JAN/USAN); Chantix (TN); Champix (TN)
6185,dr:D06283,Varespladib sodium (USAN)
6186,dr:D06284,Varicella-zoster immune globulin (USP); Varizig (TN)
6187,dr:D06285,Vatalanib (USAN/INN)
6188,dr:D06286,"Vegetable oil, hydrogenated (NF); Hydrogenated vegetable oil"
6189,dr:D06287,Velafermin (USAN)
6190,dr:D06288,Velnacrine maleate (USAN); Mentane (TN)
6191,dr:D06289,Veradoline hydrochloride (USAN)
6192,dr:D06290,Verilopam hydrochloride (USAN)
6193,dr:D06291,Verofylline (USAN/INN)
6194,dr:D06292,Versetamide (USAN/INN)
6195,dr:D06293,Vestipitant mesylate (USAN)
6196,dr:D06294,Miriplatin hydrate (JAN); Miripla (TN)
6197,dr:D06295,Amidoflumet (JAN)
6198,dr:D06296,Arundic acid (JAN/INN)
6199,dr:D06297,Vicriviroc maleate (USAN)
6200,dr:D06298,Vidarabine (JAN); Vidarabine anhydrous; ARA-A; Armes (TN)
6201,dr:D06299,Vidarabine phosphate (USAN)
6202,dr:D06300,Vidarabine sodium phosphate (USAN)
6203,dr:D06303,Vincofos (USAN/INN)
6204,dr:D06304,Vindesine (USAN/INN)
6205,dr:D06305,Vinepidine sulfate (USAN)
6206,dr:D06306,Vinglycinate sulfate (USAN)
6207,dr:D06307,Vinleurosine sulfate (USAN)
6208,dr:D06308,Vinrosidine sulfate (USAN)
6209,dr:D06309,Vinzolidine sulfate (USAN)
6210,dr:D06310,Viprostol (USAN/INN)
6211,dr:D06311,Virginiamycin (USAN/INN); Pristinamycin; Stafac (TN)
6212,dr:D06312,Viridofulvin (USAN/INN); Dermastatin
6213,dr:D06313,Viroxime (USAN)
6214,dr:D06314,Visilizumab (USAN/INN); Nuvion (TN)
6215,dr:D06315,Fluticasone furoate (JAN/USAN/INN); Veramyst (TN)
6216,dr:D06316,Indoxacarb (JAN)
6217,dr:D06317,Vofopitant dihydrochloride (USAN)
6218,dr:D06318,Volazocine (USAN)
6219,dr:D06319,Volociximab (USAN)
6220,dr:D06320,Vorinostat (JAN/USAN); Zolinza (TN)
6221,dr:D06321,Votumumab (USAN); HumaSPECT (TN)
6222,dr:D06322,Water O 15 (USAN)
6223,dr:D06323,"Wax, emulsifying (NF)"
6224,dr:D06324,"Wax, microcrystalline (NF); Microcrystalline wax"
6225,dr:D06325,White lotion (USP)
6226,dr:D06326,Witch hazel (USP)
6227,dr:D06327,Xaliproden (USAN)
6228,dr:D06328,Xamoterol (USAN)
6229,dr:D06329,Xamoterol fumarate (USAN)
6230,dr:D06330,Xanomeline (USAN)
6231,dr:D06331,Xanomeline tartrate (USAN)
6232,dr:D06332,Xanoxate sodium (USAN)
6233,dr:D06333,Xanthan gum (NF); Rhodigel (TN)
6234,dr:D06334,Xanthinol niacinate (USAN); Xantinol nicotinate; Complamin (TN)
6235,dr:D06335,Xemilofiban hydrochloride (USAN)
6236,dr:D06336,Xenalipin (USAN)
6237,dr:D06337,Xenbucin (USAN); Lisol (TN)
6238,dr:D06338,"Xenon Xe 127 (USP); Xenon, isotope of mass 127; Xenon Xe 127 (TN)"
6239,dr:D06339,Xenon Xe 133 (JAN/USP/INN); Xenon (133Xe); Xenon Xe 133 (TN)
6240,dr:D06340,Xilobam (USAN)
6241,dr:D06341,Xipamide (USAN)
6242,dr:D06342,Xorphanol mesylate (USAN)
6243,dr:D06343,Xylamidine tosylate (USAN); Xylamidine tosylate hydrate
6244,dr:D06344,Xylazine hydrochloride (USP); Rompun (TN)
6245,dr:D06346,Xylose (USP); D-Xylose; Xylo-Pfan (TN)
6246,dr:D06347,Yellow fever vaccine (USP); YF-Vax (TN)
6247,dr:D06348,Yttrium Y 90 epratuzumab (USAN); LymphoCide (TN)
6248,dr:D06349,Yttrium Y 90 epratuzumab tetraxetan (USAN)
6249,dr:D06350,Yttrium Y 90 labetuzumab (USAN); CES-Cide (TN)
6250,dr:D06351,Yttrium Y 90 labetuzumab tetraxetan (USAN)
6251,dr:D06352,Yttrium Y 90 tacatuzumab (USAN); AFP-Cide (TN)
6252,dr:D06353,Zacopride hydrochloride (USAN)
6253,dr:D06354,Zalospirone hydrochloride (USAN)
6254,dr:D06355,Zaltidine hydrochloride (USAN)
6255,dr:D06356,Zanolimumab (USAN/INN)
6256,dr:D06357,Zanoterone (USAN/INN)
6257,dr:D06358,Zatosetron maleate (USAN)
6258,dr:D06359,Zein (NF)
6259,dr:D06360,Zenazocine mesylate (USAN)
6260,dr:D06361,Zeniplatin (USAN/INN)
6261,dr:D06362,Zeranol (USAN/INN); alpha-Zearalanol; Ralabol (TN)
6262,dr:D06363,Ziconotide (USAN/INN); Prialt (TN)
6263,dr:D06364,Zidometacin (USAN/INN)
6264,dr:D06365,Zifrosilone (USAN)
6265,dr:D06366,Zilantel (USAN/INN)
6266,dr:D06367,Zimeldine hydrochloride (USAN); Zimeldine hydrochloride hydrate
6267,dr:D06368,Zinc carbonate (USP)
6268,dr:D06369,Zinc chloride Zn 65 (USAN)
6269,dr:D06370,Zinc stearate (USP)
6270,dr:D06371,Zinc sulfate (USP); Zinc sulfate hydrate; Zinc sulfate (TN)
6271,dr:D06372,Zindotrine (USAN/INN)
6272,dr:D06373,Zinoconazole hydrochloride (USAN)
6273,dr:D06374,Zinterol hydrochloride (USAN)
6274,dr:D06375,Zinviroxime (USAN)
6275,dr:D06376,Zolamine hydrochloride (USAN)
6276,dr:D06377,Zolazepam hydrochloride (USP)
6277,dr:D06378,Zoledronate disodium (USAN); Zoledronate disodium hydrate
6278,dr:D06379,Zoledronate trisodium (USAN); Zoledronate trisodium hydrate
6279,dr:D06380,Zolertine hydrochloride (USAN)
6280,dr:D06381,Zolimomab aritox (USAN); Orthozyme CD5 plus (TN)
6281,dr:D06382,Zomepirac sodium (USAN); Zomepirac sodium dihydrate
6282,dr:D06383,Zometapine (USAN)
6283,dr:D06384,Zoniclezole hydrochloride (USAN)
6284,dr:D06385,Zorbamycin (USAN)
6285,dr:D06386,Zorubicin hydrochloride (USAN)
6286,dr:D06387,Zosuquidar trihydrochloride (USAN)
6287,dr:D06388,Zucapsaicin (USAN/INN)
6288,dr:D06389,"Dibasic sodium phosphate hydrate (JP18); Sodium phosphate, dibasic, dodecahydrate; Phosphoric acid, disodiumsalt, dodecahydrate"
6289,dr:D06390,Azithromycin (USP); Zmax (TN)
6290,dr:D06391,Monobasic calcium phosphate hydrate (JP18)
6291,dr:D06392,d-Camphor (JP18); d-Camphor (TN)
6292,dr:D06393,Carbocysteine (USAN); Carbocisteine (INN); Mucofan (TN)
6293,dr:D06394,Dabuzalgron hydrochloride (USAN)
6294,dr:D06395,Enadoline hydrochloride (USAN)
6295,dr:D06396,Renzapride (INN)
6296,dr:D06397,Estramustine phosphate sodium hydrate (JAN); Estramustine phosphate sodium monohydrate; Estracyt (TN); Emcyt (TN)
6297,dr:D06398,Tinzaparin sodium (USAN); Innohep (TN)
6298,dr:D06399,"Tegafur, gimeracil and oteracil potassium; Ts-1 (TN); Teysuno (TN)"
6299,dr:D06400,Follitropin delta (USAN); Follitropin delta (genetical recombination) (JAN); Follitropin alfa/beta; Follistim (TN); Gonal-F (TN)
6300,dr:D06401,Indapamide hydrate; Tenaxil (TN)
6301,dr:D06402,Sunitinib malate (JAN/USAN); Sutent (TN)
6302,dr:D06403,Ranirestat (JAN/INN)
6303,dr:D06404,Liraglutide (USAN/INN); Liraglutide (genetical recombination) (JAN); Victoza (TN)
6304,dr:D06405,Nalfurafine hydrochloride (JAN/USAN)
6305,dr:D06406,Peretinoin (JAN)
6306,dr:D06407,Vandetanib (JAN/USAN/INN); Caprelsa (TN)
6307,dr:D06408,Zinc acetate (USP); Zinc acetate hydrate (JAN); Zinc acetate dihydrate; Galzin (TN)
6308,dr:D06409,Bevacizumab (USAN); Bevacizumab (genetical recombination) (JAN); Bevacizumab (genetical recombination) [Bevacizumab biosimilar 1] (JAN); Bevacizumab (genetical recombination) [Bevacizumab biosimilar 2] (JAN); Bevacizumab (genetical recombination) [Bevacizumab biosimilar 3] (JAN); Bevacizumab-awwb; Bevacizumab-bvzr; Avastin (TN); Mvasi (TN)
6309,dr:D06410,Thrombomodulin alfa (USAN/INN); Thrombomodulin alfa (genetical recombination) (JAN)
6310,dr:D06412,Aliskiren fumarate (JAN/USAN); Aliskiren hemifumarate; Tekturna (TN)
6311,dr:D06413,Nilotinib hydrochloride hydrate (JAN); Nilotinib monohydrochloride monohydrate; Tasigna (TN)
6312,dr:D06414,Dasatinib (USAN); Dasatinib hydrate (JAN); Sprycel (TN)
6313,dr:D06415,Meningococcal polysaccharide vaccine group C
6314,dr:D06416,Cresol solution (JP18)
6315,dr:D06417,Saponated cresol solution (JP18); Saponated cresol solution (TN)
6316,dr:D06418,Macrogol ointment (JP18); Solbanon (TN)
6317,dr:D06419,Macrogol 400 (JP18); Macrogol 400 (TN)
6318,dr:D06420,Macrogol 1500 (JP18); Macrogol 1500 (TN)
6319,dr:D06421,Macrogol 4000 (JP18); Macrogol 4000 (TN)
6320,dr:D06422,Macrogol 6000 (JP18); Macrogol 6000 (TN)
6321,dr:D06423,Macrogol 20000 (JP18)
6322,dr:D06426,Purified gelatin (JP18)
6323,dr:D06428,"Gelatin film, absorbable; Gelfilm (TN)"
6324,dr:D06429,"Gelatin sponge, absorbable; Gelfoam (TN)"
6325,dr:D06436,Silodrate (USAN)
6326,dr:D06437,Anhydrous dibasic calcium phosphate (JP18)
6327,dr:D06439,Dental antiformin (JP18)
6328,dr:D06440,"Ether, anesthetic (JP18)"
6329,dr:D06441,Collodion (USP)
6330,dr:D06451,Lauromacrogol (JP18)
6331,dr:D06452,Dimethicone 350 (USAN)
6332,dr:D06453,Pentalyte (USAN); Tis-U-Sol (TN)
6333,dr:D06454,Pentastarch (USAN); Pentaspan (TN)
6334,dr:D06455,Capsicum tincture (JP18); Capsicum extract; Capsicum tincture (TN)
6335,dr:D06456,"Cellulose, oxidized regenerated (USP); Surgicel absorbable hemostat (TN)"
6336,dr:D06457,"Gonadotropin, chorionic (USP); Human chorionic gonadotrophin (JP18); HCG (TN); A.P.L. (TN)"
6337,dr:D06458,"Globulin, immune (USP); Human normal immunoglobulin (JP18); Gamma globulin (TN); Bay gam (TN); Hyqvia (TN)"
6338,dr:D06459,"Purified human menopausal gonadotrophin (JAN); Human menopausal gonadotrophin, purified"
6339,dr:D06460,Polycarbophil (USP/INN); Noveon AA-1 (TN)
6340,dr:D06461,Mentha oil (JP18); Mentha oil (TN)
6341,dr:D06462,Castor oil (JP18/USP); Castor oil (TN)
6342,dr:D06463,Lumiliximab (USAN/INN); Gomiliximab (USAN)
6343,dr:D06465,Chlorophyllin copper complex sodium (USP); Sodium copper chlorophyllin (JAN); Derifil (TN)
6344,dr:D06466,Freeze-dried BCG vaccine (for percutaneous use) (JP18); Immunobladder (TN)
6345,dr:D06467,Whole human blood (JP18); Stored whole blood CPD (TN)
6346,dr:D06468,Isopaque (JAN)
6347,dr:D06469,Lysine hydrochloride
6348,dr:D06475,Adsorbed hepatitis B vaccine (JP18); Bimmugen (TN)
6349,dr:D06478,Darunavir ethanolate (JAN); Prezista (TN)
6350,dr:D06479,Iodinated (131I) human serum albumin (JP18); Iodinated human serum albumin-131I (TN)
6351,dr:D06480,Diphtheria antitoxin
6352,dr:D06482,Thyroid (USP); Thyradin (TN)
6353,dr:D06483,Arginine hydrochloride; R-gene (TN)
6354,dr:D06484,Podophyllum resin; Podophyllin
6355,dr:D06485,Amoxicillin hydrate and potassium clavulanate; Augmentin (TN)
6356,dr:D06486,Mumps virus vaccine live; Mumpsvax (TN)
6357,dr:D06487,Polyglactin 910 (USAN); Polyglactin; Vicryl (TN)
6358,dr:D06490,Nonoxynol 9 (USP); Nonoxynol 4 (USAN); Nonoxynol 15 (USAN); Nonoxynol 30 (USAN); p-Nonylphenyl polyethylene glycol ether; Nonoxynol 10; Delfen (TN)
6359,dr:D06494,Nux vomica tincture (JP18); Strychnos extract tincture (TN)
6360,dr:D06495,Octreotide acetate (USP); Sandostatin (TN)
6361,dr:D06498,Concentrated human blood platelet; Platelet concentrate HLA (TN)
6362,dr:D06499,Opium tincture (JP18); Opium tincture (TN)
6363,dr:D06500,"Orange peel tincture (JP18); Orange peel tincture, sweet (NF); Dried bitter orange peel (TN); Osbeck (TN)"
6364,dr:D06501,Orange peel syrup (JP18); Dried bitter orange peel (TN)
6365,dr:D06502,Polyoxyethylene (160) polyoxypropylene (30) glycol; Poloxamer 188
6366,dr:D06503,Pemetrexed sodium hydrate (JAN); Pemetrexed disodium heptahydrate; Alimta (TN)
6367,dr:D06504,Rabies vaccine; Rabavert (TN)
6368,dr:D06505,"Starch, topical (USP)"
6369,dr:D06506,"Starch, pregelatinized (NF)"
6370,dr:D06507,Starch
6371,dr:D06508,Shellac (NF)
6372,dr:D06509,White shellac (JP18)
6373,dr:D06510,Freeze-dried smallpox vaccine (JP18)
6374,dr:D06511,Freeze-dried smallpox vaccine prepared in cell culture (JP18)
6375,dr:D06512,Freeze-dried live attenuated rubella vaccine (JP18)
6376,dr:D06513,"Freeze-dried tetanus antitoxin, equine (JAN)"
6377,dr:D06514,Pertussis vaccine
6378,dr:D06515,Pertussis vaccine adsorbed
6379,dr:D06516,"Phenolphthalein, yellow; Feen-a-mint gum (TN)"
6380,dr:D06517,Pirmenol hydrochloride (USAN); Pirmavar (TN)
6381,dr:D06518,"Suture, nonabsorbable surgical (USP); Ethibond (TN)"
6382,dr:D06520,Tolpovidone I 131 (USAN)
6383,dr:D06521,Light anhydrous silicic acid (JP18); Silicon dioxide (NF); Silica gel
6384,dr:D06522,"Silicon dioxide, colloidal (NF); Silica"
6385,dr:D06525,Formalin water (JP18); Formalin water (TN)
6386,dr:D06532,"Sugar, invert (USP); Travert 10% in plastic container (TN)"
6387,dr:D06534,Phenolated water (JP18); Phenolated water for disinfection (JP18); Phenol hydrate; Phenol water (TN); Phenolated water for disinfection (TN)
6388,dr:D06539,Dextran 40 (JP18/USP); Dextran D40 (TN); LMD (TN)
6389,dr:D06540,Dextran 70 (JP18/USP); Xeran (TN)
6390,dr:D06541,Dextran 75 (USAN); Gentran 75 (TN)
6391,dr:D06542,Ethanol (JP18); Ethanol (TN)
6392,dr:D06543,Vitamin A (USP); Retinol; Vitamin A1; Aquasol A (TN)
6393,dr:D06544,"Corticotropin, repository (USP); Cortigel (TN)"
6394,dr:D06546,Teriparatide acetate (USAN); Teriparatide acetate hydrate; Parathar (TN)
6395,dr:D06547,Tetanus toxoid (USP); TT
6396,dr:D06551,Afimoxifene (USAN/INN); Tamogel (TN)
6397,dr:D06552,Alcaftadine (JAN/USAN/INN); Lastacaft (TN)
6398,dr:D06553,Alogliptin benzoate (JAN/USAN); Vipidia (TN); Nesina (TN)
6399,dr:D06554,Alvespimycin hydrochloride (USAN)
6400,dr:D06555,Amolimogene bepiplasmid (USAN)
6401,dr:D06556,Apilimod mesylate (USAN)
6402,dr:D06557,Aplaviroc hydrochloride (USAN)
6403,dr:D06558,Aztreonam lysine (USAN); Cayston (TN)
6404,dr:D06559,Balamapimod (USAN)
6405,dr:D06560,Batabulin (USAN/INN)
6406,dr:D06561,Bavituximab (USAN/INN)
6407,dr:D06562,Bedoradrine sulfate (USAN)
6408,dr:D06563,Belagenpumatucel-L (USAN); Lucanix (TN)
6409,dr:D06564,Bevirimat dimeglumine (USAN)
6410,dr:D06565,Galsulfase (USAN/INN); Galsulfase (genetical recombination) (JAN); Aryplase (TN)
6411,dr:D06566,Bifeprunox (USAN/INN); OPC-4392
6412,dr:D06567,Bifeprunox mesylate (USAN)
6413,dr:D06568,Bisdisulizole disodium (USAN); Neo heliopan AP (TN)
6414,dr:D06569,Bremelanotide (USAN/INN); PT-141; Vyleesi (TN)
6415,dr:D06570,Camobucol (USAN/INN)
6416,dr:D06571,Antithrombin III human (USP); Antithrombin III (INN); Kybernin (TN)
6417,dr:D06573,Carisbamate (USAN)
6418,dr:D06574,Casopitant mesylate (USAN)
6419,dr:D06575,Catramilast (USAN/INN)
6420,dr:D06576,Cevipabulin fumarate (USAN); Cevipabulin fumarate dihydrate
6421,dr:D06577,Contusugene ladenovec (USAN); Advexin (TN)
6422,dr:D06578,Denagliptin tosylate (USAN)
6423,dr:D06579,Denibulin hydrochloride (USAN)
6424,dr:D06580,Dexelvucitabine (USAN/INN); Reverset (TN)
6425,dr:D06581,Disomotide (USAN/INN)
6426,dr:D06582,Elsibucol (USAN/INN)
6427,dr:D06590,Firategrast (USAN)
6428,dr:D06596,Forodesine (USAN/INN); Fodosine (TN)
6429,dr:D06597,Fosaprepitant dimeglumine (USAN); Fosaprepitant meglumine (JAN); Proemend (TN)
6430,dr:D06598,Gamithromycin (USAN/INN)
6431,dr:D06600,Giripladib (USAN)
6432,dr:D06601,Hemoglobin glutamer-256 (human) (USAN); Polyheme (TN)
6433,dr:D06604,Hyaluronidase (human recombinant) (USAN); Vorhyaluronidase alfa (genetical recombination) (JAN); Hylenex recombinant (TN)
6434,dr:D06606,Ibuprofen lysine (USAN); Ibuprofen L-lysine (JAN); Solufenum; Neoprofen (TN)
6435,dr:D06607,Imisopasem manganese (USAN/INN)
6436,dr:D06608,"Iodofiltic acid I 123 (USAN/INN); 15-(4-Iodophenyl)-3(R,S)-methylpentadecanoic acid (123I); 15-(p-Iodophenyl)-3-methylpentadecanoic acid (123I); Zemiva (TN)"
6437,dr:D06609,Lapaquistat acetate (JAN/USAN)
6438,dr:D06610,Lapuleucel-T (USAN); APC 8024; Neuvenge (TN)
6439,dr:D06611,Lexatumumab (USAN/INN)
6440,dr:D06612,Linaclotide acetate (USAN)
6441,dr:D06613,Lorcaserin hydrochloride (USAN); APD-356; Belviq (TN)
6442,dr:D06618,Methylnaltrexone bromide (JAN/USAN); Relistor (TN)
6443,dr:D06619,Mifamurtide (USAN); Mifamurtide hydrate; Mepact (TN)
6444,dr:D06620,dl-Camphor and ethanol; Camphor (TN)
6445,dr:D06621,Motavizumab (USAN/INN)
6446,dr:D06622,Nebivolol hydrochloride (USAN); Bystolic (TN)
6447,dr:D06623,Olanzapine pamoate (USAN); Olanzapine pamoate monohydrate; Zyprexa (TN)
6448,dr:D06625,Omtriptolide sodium (USAN)
6449,dr:D06626,Onamelatucel-L (USAN); Canvaxin (TN)
6450,dr:D06627,Ovemotide (USAN/INN)
6451,dr:D06629,Pafuramidine maleate (USAN); DB289
6452,dr:D06630,Pramiconazole (USAN/INN)
6453,dr:D06631,Prinaberel (USAN/INN)
6454,dr:D06632,Pruvanserin (USAN/INN)
6455,dr:D06633,Pruvanserin hydrochloride (USAN)
6456,dr:D06634,Relacatib (USAN/INN)
6457,dr:D06635,Rilonacept (USAN/INN); Arcalyst (TN)
6458,dr:D06636,Rinfabate (USAN)
6459,dr:D06637,Romidepsin (JAN/USAN/INN); Istodax (TN)
6460,dr:D06638,Rosabulin (USAN)
6461,dr:D06639,Rusalatide acetate (USAN); Chrysalin (TN)
6462,dr:D06640,Senicapoc (USAN)
6463,dr:D06641,Sergliflozin etabonate (USAN)
6464,dr:D06642,Sevelamer carbonate (USAN); Renvela(TN)
6465,dr:D06644,Sipuleucel-T (USP); Provenge (TN)
6466,dr:D06645,Sitagliptin phosphate (USAN); Sitagliptin phosphate hydrate (JP18); Sitagliptin phosphate monohydrate; Januvia (TN)
6467,dr:D06646,Epanolol (USAN/INN)
6468,dr:D06647,Sodelglitazar (USAN)
6469,dr:D06648,Succinobucol (USAN)
6470,dr:D06649,Tadocizumab (USAN)
6471,dr:D06650,Tanespimycin (USAN)
6472,dr:D06651,Taribavirin hydrochloride (USAN); Viramidine (TN)
6473,dr:D06652,Tedisamil (USAN)
6474,dr:D06653,Tedisamil sesquifumarate (USAN)
6475,dr:D06655,Tesamorelin (USAN)
6476,dr:D06656,Tezampanel (USAN); Tezampanel hydrate
6477,dr:D06657,Tremelimumab (USAN/INN); Tremelimumab (genetical recombination) (JAN); CP 675206
6478,dr:D06658,Tigapotide triflutate (USAN)
6479,dr:D06659,Tipelukast (USAN)
6480,dr:D06660,Vabicaserin hydrochloride (USAN); SCA 136
6481,dr:D06661,Dimethisoquin hydrochloride (USAN); Quinisocaine hydrochloride
6482,dr:D06662,Vapitadine dihydrochloride (USAN)
6483,dr:D06664,Veliflapon (USAN/INN); Bay X 1005
6484,dr:D06665,Vernakalant hydrochloride (USAN)
6485,dr:D06666,Verpasep caltespen (USAN/INN)
6486,dr:D06667,Vitespen (USAN); Oncophage (TN)
6487,dr:D06668,Yttrium Y 90 tacatuzumab tetraxetan (USAN); AFP-Cide (TN)
6488,dr:D06669,Zotarolimus (USAN/INN)
6489,dr:D06670,Maraviroc (JAN/INN); Selzentry (TN)
6490,dr:D06671,Yohimbine hydrochloride (USP)
6491,dr:D06672,Terlipressin (USAN/INN); Lucassin (TN)
6492,dr:D06673,Meprednisone (USP/INN)
6493,dr:D06674,Efipladib (USAN)
6494,dr:D06675,Telbivudine (USAN/INN); Tyzeka (TN)
6495,dr:D06676,Raltegravir (INN); MK-0518
6496,dr:D06677,Elvitegravir (JAN/USAN); Vitekta (TN)
6497,dr:D06678,Motesanib (USAN); AMG 706
6498,dr:D06679,Gambir (JP18); Powdered gambir (JP18); Gamibir (TN)
6499,dr:D06680,Sweet hydrangea leaf (JP18); Powdered sweet hydrangea leaf (JP18); Sweet hydrangea leaf (TN)
6500,dr:D06681,Aloe (JP18/USP); Powdered aloe (JP18); Aloe (TN)
6501,dr:D06682,Artemisia capillaris flower (JP18)
6502,dr:D06683,Fennel (JP18); Powdered fennel (JP18); Fennel (TN)
6503,dr:D06684,Bearberry leaf (JP18); Uva ursi (TN)
6504,dr:D06685,Rose fruit (JP18); Powdered rose fruit (JP18); Rose fruit (TN)
6505,dr:D06686,Corydalis tuber (JP18); Powdered corydalis tuber (JP18); Corydalis tuber
6506,dr:D06687,Astragalus root (JP18); Astragali radix (TN)
6507,dr:D06688,Scutellaria root (JP18); Powdered scutellaria root (JP18); Scutellaria root (TN)
6508,dr:D06689,Phellodendron bark (JP18); Powdered phellodendron bark (JP18); Phellodendron bark (TN)
6509,dr:D06690,Polygala root (JP18); Powdered polygala root (JP18); Polugala root (TN)
6510,dr:D06691,Prunella spike (JP18); Prunella spike (TN)
6511,dr:D06692,Zedoary (JP18); Powdered curcuma rhizome (Non-JPS); Zedoaru (TN)
6512,dr:D06693,Pueraria root (JP18); Pueraria root (TN)
6513,dr:D06694,Clematis root (JP18); Irei-sen (TN)
6514,dr:D06695,Termeric (JP18); Powdered termeric (JP18); Turmeric rhizome
6515,dr:D06696,Lindera root (JP18)
6516,dr:D06697,Polygonum root (JP18)
6517,dr:D06698,Kakkonto extract (JP18); Kakkonto
6518,dr:D06699,Japanese valerian (JP18); Powdered japanese valerian (JP18); Valerianae radix (TN)
6519,dr:D06700,Kamishoyosan extract (JP18); Kamishoyosan
6520,dr:D06701,Trichosanthes root (JP18); Trichosanthes root (TN)
6521,dr:D06702,Processed ginger (JP18)
6522,dr:D06703,Platycodon root (JP18); Powdered platycodon root (JP18); Platycodon root (TN)
6523,dr:D06704,Chrysanthemum flower (JP18)
6524,dr:D06705,Catalpa fruit (JP18); Catalpa fruit (TN)
6525,dr:D06706,Immature orange (JP18); Kijitsu (TN)
6526,dr:D06707,Notopterygium rhizome (JP18)
6527,dr:D06708,Apricot kernel (JP18); Kyounin (TN)
6528,dr:D06709,Lycium fruit (JP18)
6529,dr:D06710,Sophora root (JP18); Powdered sophora root (JP18); Sophora root (TN)
6530,dr:D06711,Schizonepeta spike (JP18); Powdered schizonepeta spike (Non-JPS); Schizonepeta spike (TN)
6531,dr:D06712,Cinnamon bark (JP18); Powdered cinnamon bark (JP18); Cinnamon bark (TN)
6532,dr:D06713,Cinnamon oil (JP18)
6533,dr:D06714,Cassia seed (JP18); Cassia seed (TN)
6534,dr:D06715,Pharbitis seed (JP18); Pharbitis seed (TN)
6535,dr:D06716,Gentian (JP18); Powdered gentian (JP18); Gentian (TN)
6536,dr:D06717,Safflower (JP18); Safflower (TN)
6537,dr:D06718,Red ginseng (JP18); Powdered red ginseng (Non-JPS); Red Ginseng (TN)
6538,dr:D06719,Cyperus rhizome (JP18); Powdered cyperus rhizome (JP18); Xianghu (TN)
6539,dr:D06720,Magnolia bark (JP18); Powdered magnolia bark (JP18); Magnolia bark (TN)
6540,dr:D06721,Oriental bezoar (JP18); Powdered oriental bezoar (Non-JPS)
6541,dr:D06722,Achyranthes root (JP18); Achyranthese root (TN)
6542,dr:D06723,Burdock fruit (JP18)
6543,dr:D06724,Schisandra fruit (JP18); Schisandra fruit (TN)
6544,dr:D06725,Calumba (JP18); Powdered calumba (JP18); Colombo (TN)
6545,dr:D06726,Condurango (JP18); Condurango (TN)
6546,dr:D06727,Bupleurum root (JP18); Bupleurum root (TN)
6547,dr:D06728,Asiasarum root (JP18); Asiasarum root (TN)
6548,dr:D06729,Saireito extract (JP18); Saireito
6549,dr:D06730,Smilax rhizome (JP18); Powdered smilax rhizome (JP18); Smilax rhizome (TN)
6550,dr:D06731,Gardenia fruit (JP18); Powdered gardenia fruit (JP18); Gerenia fruit (TN)
6551,dr:D06732,Cornus fruit (JP18); Powdered cornus fruit (Non-JPS); Corni fructus pulveratus; Sanshuyu (TN)
6552,dr:D06733,Zanthoxylum fruit (JP18); Powdered zanthoxylum fruit (JP18); Zanthoxylum fruit (TN)
6553,dr:D06734,Jujube seed (JP18)
6554,dr:D06735,Dioscorea rhizome (JP18); Powdered dioscorea rhizome (JP18); Dioscorea rhizome (TN)
6555,dr:D06736,Rehmannia root (JP18); Powdered rehmannia root (Non-JPS); Rehmanniae radix; Rehmanniae radix pulverata; Rehmannia root (TN)
6556,dr:D06737,Lycium bark (JP18)
6557,dr:D06738,Tribulus fruit (JP18)
6558,dr:D06739,Peony root (JP18); Powdered peony root (JP18); Peony root (TN)
6559,dr:D06740,Cnidium monnieri fruit (JP18)
6560,dr:D06741,Plantago herb (JP18); Plantago herb (TN)
6561,dr:D06742,Houttuynia herb (JP18); Houttuynia harb (TN)
6562,dr:D06743,Amomum seed (JP18); Powdered amomum seed (JP18); Amomum seed (TN)
6563,dr:D06744,Ginger (JP18); Powdered ginger (JP18); Ginger extract (Non-JPS); Ginger (TN)
6564,dr:D06745,Cimicifuga rhizome (JP18); Cimicifugae rhizoma; Cimicifuga rhizome (TN)
6565,dr:D06746,Magnolia flower (JP18)
6566,dr:D06747,Senega (JP18); Powdered senega (JP18); Senega (TN)
6567,dr:D06748,Cnidium rhizome (JP18); Powdered cnidium rhizome (JP18); Cnidii rhizoma (TN)
